doc_id,doc_title,issuing_authority,doc_number,publish_date,effective_date,effective_status,source_url,raw_text
doc_physician_law,中华人民共和国医师法,全国人民代表大会常务委员会,中华人民共和国主席令第九十四号,2021/8/20,2022/3/1,现行,https://www.gov.cn/xinwen/2021-08/20/content_5632500.html,（全文共7章67条；废止原《执业医师法》）——考试和注册(8-21条)/执业规则(22-36条)/培训和考核(37-43条)/保障措施(44-53条)
doc_physician_reg,医师执业注册管理办法,国家卫生健康委员会（原国家卫生计生委）,国家卫生计生委令第13号（国家卫健委令第15号修正）,2017/2/28,2017/4/1,修订,https://www.gov.cn/zhengce/2017-02/28/content_5713807.html,（2026年修正版）电子注册管理/多机构执业/20工作日办结/注销注册6种情形
doc_pharmacist_rule,执业药师职业资格制度规定,国家药监局 人力资源社会保障部,国药监人〔2019〕12号,2019/3/20,2019/3/5,现行,https://www.nmpa.gov.cn/xxgk/fgwj/gzwj/gzwjyp/20190320161601446.html,（共六章35条）准入类资格/考试制度(6-10条)/注册制度(11-16条)/执业药师职责(17-22条)/监督管理(23-30条)
doc_pharmacist_exam,执业药师职业资格考试实施办法,国家药监局 人力资源社会保障部,国药监人〔2019〕12号附件,2019/3/20,2019/3/5,现行,https://www.nmpa.gov.cn/xxgk/fgwj/gzwj/gzwjyp/20190320161601446.html,"国家药监局 人力资源社会保障部关于印发执业药师职业资格制度规定和执业药师职业资格考试实施办法的通知
国药监人〔2019〕12号
下载 打印     分享到新浪微博 分享到QQ空间 分享到微信
发布时间：2019-03-20
各省、自治区、直辖市药品监督管理局、人力资源社会保障厅（局），新疆生产建设兵团市场监督管理局、人力资源社会保障局：
　　为加强对药学技术人员的职业准入管理，进一步规范执业药师的管理权责，促进执业药师队伍建设和发展，根据《中华人民共和国药品管理法》《国家职业资格目录》等有关规定，国家药监局、人力资源社会保障部在原执业药师资格制度基础上，制定了《执业药师职业资格制度规定》和《执业药师职业资格考试实施办法》。现印发给你们，请遵照执行。为保证制度平稳过渡，现将有关事项通知如下：
　　一、参加2018年度执业药师资格考试，报考全部科目且部分科目合格的大专及以上学历（学位）的应试人员，其2018年合格科目考试成绩继续有效，并按照四年一个周期顺延至2021年。
　　二、符合原人事部、原国家药品监督管理局《关于修订印发〈执业药师资格制度暂行规定〉和〈执业药师资格考试实施办法〉的通知》（人发〔1999〕34号，以下简称原规定）要求的中专学历人员（含免试部分科目的中药学徒人员），2020年12月31日前可报名参加考试，考试成绩有效期按原规定执行，各科目成绩有效期最迟截至2020年12月31日。


国家药监局 人力资源社会保障部
2019年3月5日



执业药师职业资格制度规定


第一章 总 则

　　第一条 为加强对药学技术人员的职业准入管理，发挥执业药师指导合理用药与加强药品质量管理的作用，保障和促进公众用药安全有效，根据《中华人民共和国药品管理法》《中华人民共和国药品管理法实施条例》及国家职业资格制度有关规定，制定本规定。
　　第二条 国家设置执业药师准入类职业资格制度，纳入国家职业资格目录。
　　第三条 执业药师是指经全国统一考试合格，取得《中华人民共和国执业药师职业资格证书》（以下简称《执业药师职业资格证书》）并经注册，在药品生产、经营、使用和其他需要提供药学服务的单位中执业的药学技术人员。
执业药师英文译为：Licensed Pharmacist。
　　第四条 从事药品生产、经营、使用和其他需要提供药学服务的单位，应当按规定配备相应的执业药师。国家药监局负责对需由执业药师担任的岗位作出明确规定。
　　第五条 国家药监局与人力资源社会保障部共同负责全国执业药师资格制度的政策制定，并按照职责分工对该制度的实施进行指导、监督和检查。
　　各省、自治区、直辖市负责药品监督管理的部门和人力资源社会保障行政主管部门，按照职责分工负责本行政区域内执业药师职业资格制度的实施与监督管理。

第二章 考 试

　　第六条 执业药师职业资格实行全国统一大纲、统一命题、统一组织的考试制度。原则上每年举行一次。
　　第七条 国家药监局负责组织拟定考试科目和考试大纲、建立试题库、组织命审题工作，提出考试合格标准建议。
　　第八条 人力资源社会保障部负责组织审定考试科目、考试大纲，会同国家药监局对考试工作进行监督、指导并确定合格标准。
　　第九条 凡中华人民共和国公民和获准在我国境内就业的外籍人员，具备以下条件之一者，均可申请参加执业药师职业资格考试：
　　（一）取得药学类、中药学类专业大专学历，在药学或中药学岗位工作满5年；
　　（二）取得药学类、中药学类专业大学本科学历或学士学位，在药学或中药学岗位工作满3年；
　　（三）取得药学类、中药学类专业第二学士学位、研究生班毕业或硕士学位，在药学或中药学岗位工作满1年；
　　（四）取得药学类、中药学类专业博士学位；
　　（五）取得药学类、中药学类相关专业相应学历或学位的人员，在药学或中药学岗位工作的年限相应增加1年。
　　第十条 执业药师职业资格考试合格者，由各省、自治区、直辖市人力资源社会保障部门颁发《执业药师职业资格证书》。该证书由人力资源社会保障部统一印制，国家药监局与人力资源社会保障部用印，在全国范围内有效。

第三章 注 册

　　第十一条 执业药师实行注册制度。国家药监局负责执业药师注册的政策制定和组织实施，指导全国执业药师注册管理工作。各省、自治区、直辖市药品监督管理部门负责本行政区域内的执业药师注册管理工作。
　　第十二条 取得《执业药师职业资格证书》者，应当通过全国执业药师注册管理信息系统向所在地注册管理机构申请注册。经注册后，方可从事相应的执业活动。未经注册者，不得以执业药师身份执业。
　　第十三条 申请注册者，必须同时具备下列条件：
　　（一）取得《执业药师职业资格证书》；
　　（二）遵纪守法，遵守执业药师职业道德，无不良信息记录；
　　（三）身体健康，能坚持在执业药师岗位工作；
　　（四）经所在单位考核同意。
　　第十四条 经批准注册者，由执业药师注册管理机构核发国家药监局统一样式的《执业药师注册证》。
　　第十五条 执业药师变更执业单位、执业范围等应当及时办理变更注册手续。
　　第十六条 执业药师注册有效期为五年。需要延续的，应当在有效期届满三十日前，向所在地注册管理机构提出延续注册申请。

第四章 职 责

　　第十七条 执业药师应当遵守执业标准和业务规范，以保障和促进公众用药安全有效为基本准则。
　　第十八条 执业药师必须严格遵守《中华人民共和国药品管理法》及国家有关药品研制、生产、经营、使用的各项法规及政策。执业药师对违反《中华人民共和国药品管理法》及有关法规、规章的行为或决定，有责任提出劝告、制止、拒绝执行，并向当地负责药品监督管理的部门报告。
　　第十九条 执业药师在执业范围内负责对药品质量的监督和管理，参与制定和实施药品全面质量管理制度，参与单位对内部违反规定行为的处理工作。
　　第二十条 执业药师负责处方的审核及调配，提供用药咨询与信息，指导合理用药，开展治疗药物监测及药品疗效评价等临床药学工作。
　　第二十一条 药品零售企业应当在醒目位置公示《执业药师注册证》，并对在岗执业的执业药师挂牌明示。执业药师不在岗时，应当以醒目方式公示，并停止销售处方药和甲类非处方药。
　　执业药师执业时应当按照有关规定佩戴工作牌。
　　第二十二条 执业药师应当按照国家专业技术人员继续教育的有关规定接受继续教育，更新专业知识，提高业务水平。国家鼓励执业药师参加实训培养。

第五章 监督管理

　　第二十三条 负责药品监督管理的部门按照有关法律、法规和规章的规定，对执业药师配备情况及其执业活动实施监督检查。
　　监督检查时应当查验《执业药师注册证》、处方审核记录、执业药师挂牌明示、执业药师在岗服务等事项。
　　执业单位和执业药师应当对负责药品监督管理的部门的监督检查予以协助、配合，不得拒绝、阻挠。
　　第二十四条 执业药师有下列情形之一的，县级以上人力资源社会保障部门与负责药品监督管理的部门按规定对其给予表彰和奖励：
　　（一）在执业活动中，职业道德高尚，事迹突出的；
　　（二）对药学工作做出显著贡献的；
　　（三）向患者提供药学服务表现突出的；
　　（四）长期在边远贫困地区基层单位工作且表现突出的。
　　第二十五条 建立执业药师个人诚信记录，对其执业活动实行信用管理。执业药师的违法违规行为、接受表彰奖励及处分等，作为个人诚信信息由负责药品监督管理的部门及时记入全国执业药师注册管理信息系统；执业药师的继续教育学分，由继续教育管理机构及时记入全国执业药师注册管理信息系统。
　　第二十六条 对未按规定配备执业药师的单位，由所在地县级以上负责药品监督管理的部门责令限期配备，并按照相关法律法规给予处罚。
　　第二十七条 对以不正当手段取得《执业药师职业资格证书》的，按照国家专业技术人员资格考试违纪违规行为处理规定处理；构成犯罪的，依法追究刑事责任。
　　第二十八条 以欺骗、贿赂等不正当手段取得《执业药师注册证》的，由发证部门撤销《执业药师注册证》，三年内不予执业药师注册；构成犯罪的，依法追究刑事责任。
严禁《执业药师注册证》挂靠，持证人注册单位与实际工作单位不符的，由发证部门撤销《执业药师注册证》，并作为个人不良信息由负责药品监督管理的部门记入全国执业药师注册管理信息系统。买卖、租借《执业药师注册证》的单位，按照相关法律法规给予处罚。
　　第二十九条 执业药师违反本规定有关条款的，所在单位应当如实上报，由负责药品监督管理的部门根据情况予以处理。
　　第三十条 执业药师在执业期间违反《中华人民共和国药品管理法》及其他法律法规构成犯罪的，由司法机关依法追究责任。

第六章 附 则

　　第三十一条 专业技术人员取得执业药师职业资格，可认定其具备主管药师或主管中药师职称，并可作为申报高一级职称的条件。单位根据工作需要择优聘任。
　　第三十二条 本办法中的相关专业由国家药监局、人力资源社会保障部另行确定。
　　第三十三条 国家药监局、人力资源社会保障部会同相关部门逐步推进民族药执业药师管理相关工作。
　　第三十四条 香港、澳门、台湾地区居民申请国家执业药师资格考试、注册、继续教育、执业等活动，参照本规定办理。
　　第三十五条 本规定自印发之日起施行。原人事部、国家药品监督管理局《关于修订印发〈执业药师资格制度暂行规定〉和〈执业药师资格考试实施办法〉的通知》（人发〔1999〕34号）同时废止。根据该文件取得的《执业药师资格证书》与本规定中《执业药师职业资格证书》效用等同。


执业药师职业资格考试实施办法

　　第一条 国家药监局与人力资源社会保障部共同负责执业药师职业资格考试工作，日常管理工作委托国家药监局执业药师资格认证中心负责，考务工作委托人力资源社会保障部人事考试中心负责。
各省、自治区、直辖市人力资源社会保障行政主管部门会同药品监督管理部门负责本地区的考试工作，具体职责分工由各地协商确定。
　　第二条 执业药师职业资格考试日期原则上为每年10月。
　　第三条 执业药师职业资格考试分为药学、中药学两个专业类别。
药学类考试科目为：药学专业知识（一）、药学专业知识（二）、药事管理与法规、药学综合知识与技能四个科目。
中药学类考试科目为：中药学专业知识（一）、中药学专业知识（二）、药事管理与法规、中药学综合知识与技能四个科目。
　　第四条 符合《执业药师职业资格制度规定》报考条件，按照国家有关规定取得药学或医学专业高级职称并在药学岗位工作的，可免试药学专业知识（一）、药学专业知识（二），只参加药事管理与法规、药学综合知识与技能两个科目的考试；取得中药学或中医学专业高级职称并在中药学岗位工作的，可免试中药学专业知识（一）、中药学专业知识（二），只参加药事管理与法规、中药学综合知识与技能两个科目的考试。
　　第五条 考试以四年为一个周期，参加全部科目考试的人员须在连续四个考试年度内通过全部科目的考试。
免试部分科目的人员须在连续两个考试年度内通过应试科目。
　　第六条 符合执业药师职业资格考试报考条件的人员，按照当地人事考试机构规定的程序和要求完成报名。参加考试人员凭准考证和有效身份证件在指定的日期、时间和地点参加考试。
中央和国务院各部门及所属单位、中央管理企业的人员，按属地原则报名参加考试。
　　第七条 考点原则上设在地级以上城市的大、中专院校或者高考定点学校。
　　第八条 坚持考试与培训分开的原则。凡参与考试工作（包括命题、审题与组织管理等）的人员，不得参加考试，也不得参加或者举办与考试内容相关的培训工作。应考人员参加培训坚持自愿原则。
　　第九条 考试实施机构及其工作人员，应当严格执行国家人事考试工作人员纪律规定和考试工作的各项规章制度，遵守考试工作纪律，切实做好试卷命制、印刷、发送和保管等各环节的安全保密工作，严防泄密。
　　第十条 对违反考试工作纪律和有关规定的人员，按照国家专业技术人员资格考试违纪违规行为处理规定处理。
　　第十一条 本办法自印发之日起施行。"
doc_nle,国家统一法律职业资格考试实施办法,中华人民共和国司法部,司法部令第140号,2018/4/28,2018/4/28,现行,https://www.gov.cn/zhengce/2018-04/28/content_5713703.html,（共28条）客观题+主观题/报名条件(9-10条)/老人老办法(22条)/放宽地区(23条)/违纪处理(16条)
doc_catalog_2017,关于公布国家职业资格目录的通知,人力资源社会保障部,人社部发〔2017〕68号,2017/9/12,2017/9/12,现行,https://www.gov.cn/zhengce/content/2017-09/15/content_5225387.html,（国家职业资格目录）医师（准入类，序号21）/卫生专业技术资格（水平评价类，序号50）/执业药师（准入类）/法律职业资格（准入类）
doc_weisheng_title,关于深化卫生专业技术人员职称制度改革的指导意见,人力资源社会保障部 国家卫生健康委 国家中医药局,人社部发〔2021〕51号,2021/6/30,2021/6/30,现行,https://www.gov.cn/zhengce/zhengceku/2021-08/05/content_5629566.html,（含附件《卫生专业技术人员职称评价基本标准》）初中级以考代评/破除唯论文/成果代表作制度/基层提前一年/晋升副高需基层服务一年以上
